user_id,follows_id
8,9814
8,5303
8,12353
8,5519
8,8876
8,2402
8,2225
8,11798
8,6303
8,11742
9,14902
9,7840
9,12437
9,12648
9,1282
9,4884
9,5116
9,5670
9,5726
9,7531
9,4327
9,5572
9,13316
9,8619
9,9923
9,4890
9,11521
9,3632
9,3393
9,13994
9,2970
9,13083
9,3577
9,3187
9,3556
9,14820
9,3417
9,3602
9,5864
9,7228
9,1582
9,57
9,14103
9,8740
9,7186
9,10665
9,10332
9,13729
9,8376
9,10516
10,8876
10,13266
10,11530
10,3218
10,9018
10,4136
10,14263
10,1045
10,13814
10,4332
10,537
10,10250
10,4609
10,3183
10,3898
10,11512
10,9120
10,4173
10,7176
10,8014
10,14224
10,4899
10,5097
10,14388
10,8646
10,13497
10,1450
10,11070
10,306
10,7442
10,679
10,9988
10,3216
10,5284
10,8216
10,9884
10,5873
10,8038
10,6442
10,14580
10,9407
11,5253
11,13645
11,2881
11,7523
11,9780
11,10207
11,1853
11,3668
11,14666
11,11365
11,3677
11,10114
11,1863
11,2323
11,11377
11,11995
11,5349
11,12193
11,6668
11,3190
11,4586
11,11344
11,1499
11,11417
11,14043
11,14134
11,9262
11,13657
11,10275
11,3902
11,14088
11,7078
11,843
11,14084
11,2399
11,5625
11,7417
11,11604
11,14081
11,6625
12,10582
12,14635
12,13258
12,7152
12,3847
12,5176
12,7212
12,5696
12,2362
12,14164
12,4338
12,6509
12,2839
12,8988
12,10798
12,3365
12,14733
12,7057
12,7488
12,4265
12,638
12,7342
12,4225
12,9256
12,6177
12,13915
12,10351
12,9672
12,1991
12,6808
12,7089
12,3259
12,3054
12,2551
13,13831
13,8039
13,869
13,474
13,13582
13,7172
13,799
13,9583
13,794
13,2320
13,13779
13,10602
13,6767
13,9129
13,252
13,898
13,1299
13,11851
13,7872
13,2481
13,6326
13,10095
13,13380
13,26
13,2316
14,6427
14,1128
14,8652
14,1558
14,3221
14,4084
14,9088
14,6004
14,5541
14,11500
14,12338
14,13955
14,6721
14,14384
14,3423
14,13517
14,10009
14,4820
14,843
14,10978
14,14335
14,14021
14,4774
14,8453
14,5513
14,9263
14,965
14,9415
14,12449
14,8559
14,10177
14,103
14,1970
14,12999
14,5046
14,8117
14,10201
14,11679
14,5814
14,1246
14,8855
14,2984
14,14356
14,8954
14,1747
15,6873
15,12451
15,14557
15,5808
15,10081
15,2918
15,7164
15,1014
15,14530
15,4913
15,13642
15,3252
15,2717
15,498
15,11562
15,13585
15,11003
15,3920
15,4663
15,569
15,1920
15,12664
15,5866
15,360
15,8948
16,9857
16,12840
16,12560
16,3005
16,7979
16,1849
16,3717
16,356
16,5905
16,14815
16,14024
16,8290
16,3420
16,11969
16,1061
16,571
16,3847
16,9084
16,11215
16,8416
16,8921
16,13207
16,4187
16,12191
16,8520
16,14417
16,8401
16,7687
16,6546
16,4153
16,13388
16,7265
16,378
16,6959
16,196
16,2737
16,5635
16,3177
16,6417
16,13144
16,9363
16,2807
16,1189
16,3277
16,11521
16,14364
17,4187
17,13429
17,12871
17,4802
17,2801
17,14385
17,3783
17,3729
17,12824
17,10859
17,3374
17,9081
17,10877
17,2143
17,12405
17,7348
17,5743
17,9680
17,5491
17,13225
17,8516
17,10228
17,2629
17,9297
17,7260
17,7114
17,14108
17,10715
17,8923
17,11448
17,2579
17,12260
17,4795
17,2263
17,13522
17,678
17,12776
17,4202
17,3279
17,4122
17,1814
18,10120
18,3940
18,11339
18,915
18,13280
18,4349
18,1093
18,7328
18,7
18,8356
18,4302
18,4939
18,13744
18,6965
18,3197
18,2878
18,12086
18,3639
18,6700
18,1449
18,5711
18,2425
18,3891
18,5909
18,614
18,13422
19,8175
19,1217
19,8432
19,3988
19,239
19,10394
19,10924
19,14085
19,14860
19,288
19,14520
19,9752
19,3485
19,12462
19,1214
19,5435
19,12544
19,1717
19,135
19,4504
19,8168
19,8511
19,13982
19,997
19,12056
19,4433
19,9849
19,12505
19,13481
19,2372
19,3368
19,13609
19,12032
19,7745
19,8138
19,1812
19,3046
19,10706
19,7003
19,3117
19,9549
19,6709
19,6866
19,9274
19,11347
19,14319
19,3728
19,9229
20,1241
20,13216
20,14713
20,9615
20,8114
20,11702
20,12153
20,8054
20,1651
20,8188
20,12109
20,6228
20,11991
20,3979
20,6176
21,7093
21,2768
21,1862
21,12185
21,7117
21,1339
21,9373
21,3143
21,3604
21,1068
21,1478
21,11115
21,13409
21,8445
21,8973
21,7487
21,11320
21,429
21,71
21,3700
21,13676
21,10794
21,13783
21,9606
21,5522
21,14723
21,14694
21,10992
21,9323
21,9941
21,4495
21,10530
21,7596
21,3631
21,2820
21,2140
21,13658
21,11992
21,8781
21,3708
21,4404
21,11990
21,3104
21,12777
21,12480
21,9044
22,10543
22,12901
22,11128
22,9259
22,3659
22,1609
22,3368
22,13450
22,5227
22,6864
22,9014
22,319
22,14988
22,14737
22,12784
22,3916
22,13872
22,14105
22,8257
22,1115
22,14635
22,4372
22,6218
22,9079
22,862
22,11711
22,11834
22,5818
22,10241
22,166
22,10077
22,6987
23,11016
23,13439
23,11409
23,12820
23,10379
23,11504
23,6503
23,13654
23,7643
23,11079
23,11675
23,12014
23,12080
23,8830
23,5770
23,7418
23,11214
23,13555
23,9206
23,2742
23,674
23,3776
23,14586
23,10932
23,10323
23,9264
23,8580
23,7977
23,14250
23,12758
23,11135
23,8041
23,11570
23,10049
23,10975
23,1714
23,5490
23,13330
23,583
24,4394
24,9979
24,2528
24,12200
24,1379
24,8182
24,5284
24,14324
24,41
24,2112
24,33
24,1489
24,14782
24,14222
24,2281
24,14302
24,5755
24,5950
24,8384
24,8548
24,9392
24,5221
24,10892
24,1126
24,6401
24,6555
24,6006
24,2259
24,7734
24,13017
24,12518
24,13092
24,12833
24,11050
24,7605
24,10467
24,12717
25,1060
25,11606
25,3388
25,3866
25,9597
25,3034
25,6094
25,13942
25,9539
25,7020
25,11715
25,110
25,3484
25,7990
25,976
25,13201
25,14342
25,4546
25,10778
25,10117
25,925
25,7825
26,7804
26,12896
26,5645
26,13697
26,9111
26,9138
26,10945
27,13544
27,11717
27,13614
27,8859
27,4522
27,5256
28,8913
28,2695
28,8027
28,5695
28,2093
28,14521
28,10597
28,13214
28,3403
28,4651
28,10662
28,9320
28,6381
28,8605
28,7513
28,3506
28,1501
28,9938
28,10366
28,4526
28,14962
28,690
28,13117
28,6371
28,9451
28,8122
28,14084
28,12577
29,2571
29,14920
29,5098
29,12098
29,11380
29,8774
29,8525
29,4552
29,13209
29,7224
29,13350
29,13607
29,9727
29,2310
29,692
29,4013
29,5627
29,8540
29,1987
29,9622
29,1508
29,13122
29,872
29,13620
29,8265
30,11485
30,6067
30,4021
30,3807
30,6276
30,3045
30,2584
30,8524
30,1092
30,5117
30,3616
30,9275
30,8624
30,8246
31,4396
31,6306
31,805
31,3721
31,13211
31,11843
31,1862
31,1200
31,14425
31,2442
31,13664
31,6039
31,2384
31,8101
31,14624
31,11747
31,12526
31,13621
31,11674
31,4419
31,2346
31,12345
31,1451
31,11081
31,13090
31,10202
31,1715
31,1274
31,14983
31,6287
31,991
31,1458
32,685
32,8636
32,312
32,4570
32,1034
32,8916
32,6895
32,13552
32,4263
32,5788
32,14772
32,1316
32,1017
32,12524
32,13584
32,858
32,8684
33,10691
33,1929
33,4367
33,7584
33,7041
33,1492
33,11667
33,1196
33,480
33,13366
33,4201
33,7806
33,11806
33,3292
33,4696
33,7505
34,7073
34,6493
34,14882
34,2649
34,14654
34,1474
34,6834
34,2522
34,2814
34,7561
34,6376
34,5532
34,13587
34,5010
34,6703
34,10786
34,10282
34,14750
34,2439
34,1613
34,4697
34,13687
34,173
34,10575
34,10777
34,1523
34,3426
34,470
34,2207
34,278
34,12326
34,13333
34,12748
34,8783
34,14614
34,6012
34,13780
34,6686
34,11270
34,313
34,7993
34,3977
34,14481
34,14342
34,9629
34,2693
34,13106
34,525
35,5852
35,6001
35,4867
35,6457
35,10097
35,4120
35,11958
35,12130
35,14847
35,1832
35,9353
35,1395
35,7395
35,9531
35,13104
35,3138
35,6962
35,9231
35,7824
35,11446
35,8703
35,8443
35,9570
35,4095
35,6859
35,7425
35,10564
35,12768
35,8635
36,9592
36,3328
36,1805
36,7271
36,3396
36,2594
36,13889
36,12340
36,491
36,9314
36,9142
36,13779
36,5894
36,9111
36,8286
36,13060
36,9874
36,72
37,10764
37,14448
37,9396
37,14531
37,2928
37,6801
37,9601
37,5142
37,9724
37,7028
37,1497
37,1135
37,4471
38,6186
38,8758
38,5551
38,12326
38,12386
38,5953
38,3057
38,1724
38,10717
38,3423
38,3488
38,14499
38,12121
38,6596
38,13309
38,12044
38,8332
38,2442
38,3435
38,8631
38,4085
38,936
38,6952
38,1615
38,10104
38,2190
38,2002
38,14463
39,2528
40,6048
40,3595
40,6589
40,3997
40,10036
40,11103
40,5568
40,8746
40,3106
40,3915
40,4919
40,6683
41,13663
41,14458
41,4846
41,7359
41,11446
41,14406
41,536
41,10069
41,496
41,3924
41,13472
41,5893
41,837
41,13866
41,5004
41,14894
41,4468
41,6934
41,2490
41,783
41,10998
41,9519
41,12750
41,445
42,3864
42,10060
42,13750
42,13510
42,3396
42,9193
42,720
42,10837
42,7531
42,3356
42,13622
42,4094
42,15
42,8971
42,1628
42,1961
42,13707
42,10341
42,3077
42,5864
43,3520
43,8912
43,10121
43,2591
43,5111
43,12277
43,14678
43,11670
43,10947
43,67
43,3040
43,13344
43,6438
43,2621
43,280
43,5782
43,5148
43,10032
43,89
43,8780
43,9974
43,7903
43,14973
43,5642
43,11974
43,11369
43,11151
43,2278
43,12871
43,13791
43,7895
43,9550
43,4502
43,4744
43,9895
43,101
43,12759
43,4333
43,2905
44,7421
44,6427
44,6925
44,4388
44,4637
44,9273
44,5261
44,13157
44,671
44,2179
44,13466
44,11337
44,4425
44,6928
44,6032
44,9946
44,6744
44,1232
44,5668
44,3670
44,14352
44,372
44,330
44,8364
44,7894
44,6627
44,8989
44,14024
44,9168
44,7633
44,2141
44,2824
44,7199
44,9233
44,9142
44,7049
45,1140
45,11369
45,2311
45,14401
45,13152
45,13165
45,2217
45,5186
45,5550
45,12459
45,12107
45,12787
45,5161
45,12601
45,2655
45,13725
45,2415
45,4459
45,4215
45,10317
45,10816
45,8570
45,7661
45,6065
45,9048
45,9740
45,1771
45,4956
45,2788
45,6600
45,598
45,10959
46,4711
46,8918
46,13632
46,10429
46,4461
46,14252
46,3528
46,8700
46,7955
46,2980
46,11348
46,2169
46,785
46,12647
46,232
46,10926
46,8679
46,11765
46,11758
46,4371
47,5306
47,12704
47,12280
47,1668
47,14802
47,6809
47,1250
47,12790
47,7921
47,12657
47,14175
47,8286
47,8813
47,1739
47,9065
47,5769
47,9576
47,2256
47,13494
47,12073
48,11425
48,13829
48,10434
48,14437
48,6232
48,6805
48,12105
48,4489
48,14466
48,11693
48,13085
48,1946
48,10017
48,8646
48,11011
48,3793
48,220
48,10492
48,12005
48,6742
48,8000
48,7827
48,6062
48,6013
48,10906
48,8688
48,4758
48,5067
48,7923
48,2551
48,6980
48,10598
48,13975
48,2102
48,10400
48,6884
48,5849
48,10612
48,13977
49,14653
49,9777
49,3779
49,13727
49,14925
49,8481
49,14743
49,5744
49,3072
50,14177
50,9108
50,5672
50,13730
50,13915
50,3329
50,8226
50,4622
50,2948
50,9200
50,6732
50,10344
50,11430
50,3346
50,10901
50,10746
50,1253
50,7472
50,12789
50,10154
50,2187
50,5294
50,12526
50,8727
50,14943
50,12008
50,9257
50,13477
50,10047
50,14017
50,5218
50,6732
50,10449
50,3822
50,4817
50,1756
50,7936
50,11751
50,4882
50,2723
50,3802
50,4070
51,13673
51,9961
51,7710
51,7180
51,9008
51,5631
51,3938
51,14334
51,12493
51,12173
51,2519
51,5086
51,1533
51,1991
51,2544
51,3074
51,2060
51,14978
51,11519
51,5649
51,8294
51,9317
51,14585
51,8916
51,10015
51,14723
51,4933
51,4947
51,13261
51,13966
51,5198
51,5489
51,10828
51,3998
51,6967
51,1314
51,1250
52,12946
52,8588
53,5033
53,10634
53,5502
53,9384
53,10136
53,6476
53,12123
53,290
53,12907
53,13948
53,11046
53,7548
53,1041
53,455
53,6537
54,10726
54,5674
54,11233
54,12282
54,10665
54,12675
54,6871
54,8180
54,3847
54,2783
54,11949
54,10277
54,1386
54,10720
54,5010
54,8765
54,12799
54,10536
54,8830
54,13154
54,12112
54,9464
54,5140
54,7643
54,9134
54,12914
54,4861
54,4810
54,13287
54,12036
54,567
54,1346
54,9624
54,3447
54,2510
54,2763
54,3722
54,14198
54,6364
54,1583
54,4761
54,1504
54,3434
54,10853
54,4769
54,1495
55,2715
55,13134
55,6286
55,10299
55,8520
55,10101
55,13324
55,14160
55,6923
56,2706
56,6266
56,11154
56,13036
56,4080
56,2574
57,1451
57,10185
57,363
57,5373
57,947
57,13983
57,456
57,3095
57,6597
57,3126
57,407
57,3971
57,1138
57,11722
57,7802
57,14180
57,1010
57,11747
58,2873
58,6769
58,6638
58,7576
58,2003
58,2979
58,6727
59,3530
59,13654
59,3807
59,9892
59,642
59,9712
59,1191
59,917
59,9622
59,6593
59,11970
59,7129
59,1839
59,1563
59,7534
59,1391
59,10278
59,5682
60,7920
60,13072
60,254
60,6043
60,10427
60,6795
60,496
60,2208
60,2727
60,4530
60,10996
60,10949
60,4124
60,7613
60,7897
60,7056
60,10996
60,14255
60,1631
60,12973
60,110
60,14853
60,10101
60,7863
60,10159
60,9088
60,6513
60,8340
60,559
60,1109
60,6227
60,5541
60,799
60,10491
60,1875
61,4081
61,4401
61,8859
61,12130
61,5749
62,13411
62,11274
62,13597
62,14267
62,5332
62,10390
63,494
63,3448
63,6574
63,14477
63,5143
63,622
63,7478
63,13928
63,12301
63,11416
63,4825
63,4366
63,7851
63,5401
63,5044
63,240
63,4674
63,6936
63,14721
63,1710
63,13892
64,4030
64,11139
64,9679
64,3628
64,10780
64,3642
64,4388
64,7553
64,7146
64,13677
64,5371
64,11116
64,11554
64,12428
64,4079
64,9319
64,11697
64,14453
64,13510
64,3292
64,2218
64,999
64,7818
64,9134
64,5920
65,2618
65,1396
65,2717
65,7556
65,4085
65,14039
65,13767
65,6005
65,7669
65,8410
65,345
65,4190
65,5045
65,9227
65,11020
65,14405
65,4832
65,7521
65,3716
65,3018
65,3373
65,1109
65,12186
65,8550
65,1599
65,2299
65,3688
66,8274
66,5602
66,14919
66,8151
66,8077
66,10624
66,5140
66,7035
66,3431
66,3364
66,10011
66,2348
66,8324
66,14138
66,4496
66,3893
66,2971
66,8417
66,14722
66,8440
66,12117
66,9675
66,9179
66,5794
66,8190
66,7659
66,13742
66,11778
66,13992
66,155
66,3827
66,6947
66,11531
66,6521
66,12803
66,10184
66,9181
66,13106
67,1418
67,2172
67,741
67,9753
67,3997
67,8789
67,11441
67,2685
67,12709
67,14302
67,5547
67,6667
67,11246
67,13826
67,10120
67,915
67,9326
67,9610
67,1502
67,12177
67,950
67,10202
67,6076
67,7566
67,2201
67,6697
67,13986
67,5179
67,12561
67,5559
67,13352
67,2981
67,13370
67,2705
67,4061
67,10708
67,4058
68,12555
68,3898
68,12791
68,13500
69,5478
70,7036
70,5251
70,10001
70,1333
70,1762
70,11338
70,13463
70,12238
70,5298
70,1904
70,9400
70,9832
70,494
70,7384
70,7971
70,13302
70,5812
70,1394
70,11082
71,10682
71,9294
71,3019
71,8774
71,4488
72,375
72,10011
72,9697
72,13256
73,8084
73,5290
73,13
73,14361
73,1753
73,833
73,7789
73,6224
73,7348
73,13320
73,729
73,6598
73,7485
73,3714
73,5494
73,7034
73,14720
73,7465
73,4546
73,4006
73,14541
73,13877
73,10072
73,14865
73,10875
73,12820
73,12880
73,9453
73,1865
73,8013
73,14827
73,6417
74,11310
74,8440
74,12097
74,10492
74,244
74,3190
74,14493
74,11328
74,12268
74,10155
74,13397
74,5010
74,2163
74,12945
74,4946
74,2697
74,5914
74,11497
74,11735
74,5987
74,5022
74,13001
74,12425
74,13511
74,4532
74,2887
74,13473
74,10115
74,6856
74,7071
74,700
74,10367
74,8475
74,7324
74,13616
74,5221
74,1472
74,1484
75,5060
75,5460
75,3414
75,12002
75,13046
75,13534
75,12005
75,1298
75,14998
75,10587
75,3419
75,14309
75,8552
75,10172
75,5219
75,10311
75,4663
75,14033
75,12664
75,5775
75,13895
75,8221
75,12784
75,8985
75,5604
75,3363
75,8261
75,397
75,9629
75,5972
75,10036
75,11203
75,11225
75,4468
75,3918
76,11583
76,4790
76,7069
76,7169
76,7296
77,9369
77,0
77,6646
77,14255
77,152
77,12522
77,10378
77,6231
77,10156
77,4725
77,12291
77,13303
77,10861
77,6795
77,12545
77,11059
77,6342
77,6641
77,2603
77,14363
77,7064
77,268
77,14496
77,4448
77,1270
77,12938
77,14192
77,13687
78,832
78,2947
78,3892
78,6729
78,7940
78,8484
78,1323
78,8492
78,896
78,11173
78,12760
78,14166
78,8785
78,9601
78,11111
78,9136
78,11009
78,7417
78,6714
78,12024
78,6002
78,8002
78,13514
79,818
79,3080
79,11737
79,7096
79,3526
79,6410
79,5539
79,8218
79,6232
79,8386
79,14836
79,12042
79,2808
79,5139
80,3375
80,3824
80,7170
80,3545
80,782
80,7332
80,14347
80,10084
80,4049
80,6265
80,13736
80,7900
80,6531
80,6116
80,12519
80,14043
80,14859
80,8816
80,4530
80,10764
80,448
80,11957
80,8834
80,6823
80,160
80,10392
80,372
80,6016
81,2501
81,9114
81,9558
81,1313
81,7464
81,14291
81,9918
81,4754
81,10570
81,11806
81,135
81,13999
81,7318
81,5349
81,4184
81,12669
81,655
81,3906
81,7175
81,9031
81,4179
81,10246
81,7605
81,4211
81,6103
81,6122
82,13525
82,4816
82,2234
82,12542
82,8094
82,12845
82,1876
82,4142
82,2499
82,6849
82,14564
82,14863
82,9021
82,10045
82,1930
82,1637
82,3627
82,7909
82,11089
82,12328
82,11870
82,12487
82,3665
82,4134
82,4927
82,14920
82,12820
82,11831
83,6130
83,3314
83,11644
83,6966
83,7595
83,415
83,8881
83,2894
83,11339
83,12745
83,2515
83,911
83,5643
83,200
83,14064
83,864
83,2846
83,8180
83,11247
83,7727
83,6433
83,6404
83,196
83,12970
83,9529
83,4643
83,6528
83,14236
83,4649
83,8908
83,2432
83,6428
83,5018
83,2890
83,2248
83,9668
83,6251
83,949
83,7655
83,10290
83,14853
83,7262
83,2244
84,6753
84,1782
84,8497
84,14340
84,1033
84,5130
84,6766
84,5441
84,8079
84,2993
84,12234
84,10534
84,11198
84,333
84,369
84,5805
84,6112
84,7235
84,8963
84,6426
84,1510
84,13198
84,10836
84,13173
84,3132
84,5126
84,6843
84,14940
85,9492
85,3001
85,14648
85,275
85,3498
85,14287
85,13737
85,4045
85,6487
85,3016
85,1242
85,4034
86,7321
86,6637
86,9318
86,3550
86,13147
86,4653
86,9854
86,2467
86,13947
86,8684
86,6389
86,8168
86,14046
86,12276
86,1905
86,10704
86,14179
86,10438
86,12624
86,8623
86,5093
86,3292
86,9182
86,2808
86,12913
86,9491
86,3418
86,1272
86,1234
86,6335
86,5285
86,3976
86,7312
86,9355
87,7872
87,10194
87,6189
87,9849
87,764
87,14106
87,800
87,10789
87,10272
87,12977
87,13428
87,6074
87,11905
87,8997
87,11627
87,10472
87,13291
87,11640
89,8697
89,13831
89,10119
89,4621
89,6173
89,2029
89,6351
89,7785
89,935
89,2145
89,9951
89,10009
89,10506
89,1606
89,3928
89,4718
89,1357
89,10238
89,10250
89,7193
89,6790
89,4878
89,8233
89,5398
89,8915
89,14081
89,9716
89,13184
89,2723
89,10313
89,6741
89,3312
89,6430
89,6228
89,11877
90,14941
90,13565
90,4699
90,14379
90,13850
90,9280
90,57
91,3820
91,7638
91,8808
91,2714
91,517
91,13925
91,10489
91,7281
91,6805
91,3038
91,11685
91,3542
91,6813
91,14900
91,10279
91,13875
91,6198
91,13169
91,7912
91,8824
91,10783
91,3952
92,6091
92,9773
92,12509
92,2377
92,13029
92,8500
92,9113
92,8319
92,3691
92,11373
92,5502
92,2255
92,3616
92,8733
92,11297
92,14063
92,1054
92,2437
92,8530
92,1446
92,12213
92,1055
92,11432
92,2064
92,6485
92,9543
92,526
92,4209
92,593
92,7281
92,3733
92,10586
92,11063
92,11933
93,14259
93,8629
93,12160
93,9686
93,8410
93,2282
93,14248
93,92
93,2648
93,1468
94,8933
94,13136
94,11429
94,6852
94,4966
94,12746
94,1358
94,3135
94,8546
94,9423
94,3419
94,11704
94,2635
94,3378
94,5996
94,657
94,11815
94,12809
94,2875
94,1833
94,9089
94,8864
94,9409
94,8887
94,126
94,1660
94,7399
94,231
94,8397
94,6955
94,11743
94,10059
94,7879
94,4716
94,11409
94,13786
94,10186
95,4812
96,6528
96,5765
96,5160
96,8497
96,5562
96,12677
96,9570
96,788
96,8517
96,7732
96,2770
96,10297
96,11657
96,14190
96,14125
97,4002
97,7983
97,7717
98,4570
98,2310
98,8425
98,3008
98,1964
98,13474
98,4901
98,3405
98,9450
98,6632
98,4367
98,5330
98,5717
98,11334
98,7918
98,928
98,10967
98,7670
98,2293
98,10090
98,9783
98,7954
99,2423
99,6408
99,2296
99,5491
99,7118
99,5829
99,12897
99,10242
99,794
99,719
99,4182
99,4836
99,1810
99,553
99,11042
99,4612
99,14201
99,5472
99,431
99,4603
99,11134
99,13369
99,7436
99,12417
99,2161
99,9744
99,14412
99,950
100,4462
100,9853
100,509
100,9783
100,7578
100,1474
100,7204
100,12179
100,10630
100,10863
100,3873
100,5458
100,13785
100,9193
100,13288
100,12166
100,387
100,7802
100,13072
100,4912
100,951
100,7906
100,14340
100,5515
100,1759
100,4702
100,11376
100,11780
100,5335
100,10683
100,1522
101,3433
101,8719
101,3869
101,13128
101,3617
101,10436
101,8755
101,3419
101,1750
101,8918
101,7374
101,6322
101,10097
101,1447
101,9723
101,7063
101,1734
101,5719
101,5169
101,6191
101,1359
101,11496
101,10688
101,8170
101,5728
101,8542
101,9273
101,7804
101,9416
101,5930
101,11724
101,802
102,13965
102,7589
102,11943
102,12273
102,12847
103,5568
103,3044
103,5771
103,7051
103,14209
103,3507
103,12536
103,213
103,3050
103,4603
103,4478
103,12546
103,8787
103,13100
104,262
104,10900
104,6763
104,7682
104,12147
104,10548
104,13563
104,8945
104,10686
104,8835
104,3824
104,5926
104,8940
104,11549
105,9140
105,5904
105,12975
105,11105
105,9927
105,5026
105,4521
105,2223
105,5368
105,12646
105,9298
105,3014
105,2304
105,9001
105,3765
105,2760
105,14056
105,3697
105,10967
105,7421
105,13752
105,14171
106,13065
106,4618
106,784
106,13687
106,1745
106,1609
106,93
106,14996
106,10927
106,7396
106,2387
106,9804
106,13207
106,12115
106,9211
106,8554
106,10746
106,11606
106,4807
106,9529
106,5904
106,10229
106,4469
106,2093
106,11858
106,510
106,9779
106,1535
106,8656
106,13505
106,8586
106,1278
106,6516
106,13003
106,5914
106,1822
106,14308
107,13895
107,3401
107,13553
107,13742
107,9222
107,14689
107,9781
107,11913
107,6057
107,13635
107,14467
107,2186
107,4802
107,2919
107,5727
107,12069
107,4482
107,124
107,3873
107,8980
107,11642
107,10785
107,6850
108,8191
108,4241
108,9041
108,7970
108,3764
108,3274
108,1789
108,10834
108,1349
109,13723
109,6699
109,6294
109,11380
109,4087
109,11878
109,7812
109,581
109,1793
109,4541
109,5593
109,6636
109,9052
109,4710
109,9010
109,8101
109,3066
109,13383
109,1514
109,823
109,108
109,7813
109,10114
109,8642
109,6034
109,9658
109,14558
109,7759
109,14786
109,7517
109,3066
109,2177
110,240
110,3255
110,11709
110,10886
110,10718
110,6851
110,4582
110,4504
110,14886
110,13951
110,539
111,4189
111,5021
111,13084
111,7760
111,2249
111,14350
111,4600
111,14405
111,1521
111,14775
111,664
111,12221
111,2224
111,12386
111,10880
111,5308
111,8830
111,4538
111,6439
111,13622
111,5605
111,12807
112,8932
112,1092
112,14354
112,9676
112,9874
112,12738
112,736
112,11351
112,4777
112,10049
113,4263
113,12808
113,705
113,1731
113,12804
113,2443
113,13148
113,3959
113,4588
113,3320
113,5804
113,1366
113,7482
113,1914
113,13583
113,4138
113,4612
113,5242
113,5717
113,6781
113,8191
113,10011
113,9878
113,11041
113,8745
113,11772
113,4458
113,3704
113,8963
113,10201
113,14597
113,7634
114,62
114,4970
114,9920
114,5877
114,14662
114,8896
114,5648
114,9264
114,11111
114,11386
114,14924
114,11737
114,921
114,9923
114,3601
114,12167
114,11967
114,5265
114,14860
114,11160
114,12993
114,12463
114,2415
114,7710
115,4353
115,1152
115,13155
115,12943
115,5894
115,604
115,10120
115,1024
115,12709
115,6172
115,2251
115,11474
115,2
115,6564
115,11994
115,8871
115,11811
115,7812
115,11232
115,832
115,5634
115,8161
115,11795
115,4245
115,7384
115,12638
115,2261
116,13422
116,13914
116,300
116,6327
116,11082
116,7198
116,80
116,10512
116,14955
116,3018
116,13413
116,5713
116,8752
116,10460
116,13353
116,4604
116,753
116,13048
116,1668
116,7348
116,6995
116,11418
116,3182
116,5665
116,6747
116,5694
116,5841
116,2288
116,1898
116,2371
116,12146
116,6083
116,10414
117,6136
117,14055
117,12669
